Date,Open,High,Low,Close,Volume
03/14/2022,"120.85","127.18","117.38","118.32","3,914,228"
03/11/2022,"136.62","137.13","121.15","121.23","5,990,274"
03/10/2022,"143.40","144.53","133.28","136.98","2,599,857"
03/09/2022,"141.78","145.37","139.05","144.72","3,230,462"
03/08/2022,"137.47","144.75","132.91","138.43","3,539,504"
03/07/2022,"152.99","154.40","136.97","137.49","4,217,680"
03/04/2022,"158.60","161.00","149.72","151.57","3,344,647"
03/03/2022,"160.91","163.84","155.97","159.78","3,748,956"
03/02/2022,"157.99","163.00","152.83","162.03","3,674,719"
03/01/2022,"156.12","162.94","155.00","157.53","5,566,608"
02/28/2022,"148.71","157.43","147.00","154.89","6,287,314"
02/25/2022,"146.89","152.23","131.25","148.94","19,472,359"
02/24/2022,"111.50","129.80","109.38","128.16","9,304,339"
02/23/2022,"123.30","125.75","115.89","116.51","5,354,825"
02/22/2022,"128.18","129.77","120.71","121.34","4,083,174"
02/18/2022,"131.50","132.69","125.84","127.30","3,116,998"
02/17/2022,"138.28","139.16","131.54","132.17","2,542,000"
02/16/2022,"145.32","145.47","138.16","140.41","3,141,639"
02/15/2022,"146.00","148.26","142.66","148.24","2,023,086"
02/14/2022,"141.71","145.82","140.20","142.65","1,988,447"
02/11/2022,"144.19","145.65","140.21","141.77","2,131,351"
02/10/2022,"142.27","148.84","140.77","143.03","2,052,752"
02/09/2022,"144.31","146.93","142.35","146.61","2,372,953"
02/08/2022,"134.64","141.77","133.81","141.23","3,001,168"
02/07/2022,"133.70","140.79","133.40","135.66","3,146,023"
02/04/2022,"131.25","136.34","126.53","133.67","4,903,730"
02/03/2022,"133.75","135.86","125.37","126.96","7,790,848"
02/02/2022,"153.32","155.30","135.28","138.04","6,245,568"
02/01/2022,"158.96","159.39","149.68","152.16","3,371,642"
01/31/2022,"146.62","157.42","146.33","157.08","3,465,217"
01/28/2022,"141.22","145.99","138.50","145.95","3,137,198"
01/27/2022,"144.73","148.22","138.88","139.54","2,505,892"
01/26/2022,"152.16","153.80","139.50","141.30","3,621,020"
01/25/2022,"150.57","153.41","142.42","145.13","3,499,429"
01/24/2022,"140.57","155.15","136.00","154.06","7,392,865"
01/21/2022,"157.95","159.36","148.21","148.85","4,310,186"
01/20/2022,"171.14","172.36","158.75","159.29","3,123,522"
01/19/2022,"162.17","167.99","161.92","163.14","2,908,045"
01/18/2022,"161.24","166.70","158.20","163.49","3,291,689"
01/14/2022,"164.92","169.04","159.80","163.70","3,160,662"
01/13/2022,"179.19","179.55","166.44","166.80","2,660,511"
01/12/2022,"185.66","187.88","174.69","178.06","2,141,179"
01/11/2022,"182.44","186.11","179.44","182.81","1,935,505"
01/10/2022,"181.48","183.94","172.61","183.71","3,623,725"
01/07/2022,"195.34","198.24","184.67","185.15","2,846,825"
01/06/2022,"185.94","198.24","182.06","196.95","4,720,649"
01/05/2022,"199.65","200.00","186.24","188.35","3,550,589"
01/04/2022,"205.92","207.39","194.01","200.99","3,700,137"
01/03/2022,"222.35","223.22","209.66","209.93","2,603,925"
12/31/2021,"222.01","224.73","217.92","218.94","1,298,942"
12/30/2021,"221.15","226.41","221.05","222.01","875,943"
12/29/2021,"222.95","224.00","215.19","221.91","1,126,612"
12/28/2021,"231.83","231.96","219.43","221.73","1,088,807"
12/27/2021,"230.72","232.98","226.73","229.67","1,460,160"
12/23/2021,"225.48","229.30","220.77","228.09","1,225,982"
12/22/2021,"224.36","228.65","219.73","225.10","1,228,526"
12/21/2021,"223.29","225.90","216.06","224.78","1,556,789"
12/20/2021,"217.00","220.70","212.65","218.48","1,417,909"
12/17/2021,"216.31","226.13","211.36","221.60","3,183,729"
12/16/2021,"228.79","230.78","215.00","218.29","2,422,000"
12/15/2021,"220.31","229.41","213.57","229.13","3,382,113"
12/14/2021,"212.69","218.89","209.77","217.66","2,010,448"
12/13/2021,"223.99","224.78","213.25","219.72","1,862,916"
12/10/2021,"235.00","236.15","222.76","225.28","1,868,760"
12/09/2021,"246.00","247.48","232.51","234.40","1,565,022"
12/08/2021,"238.65","247.85","233.60","246.00","2,417,062"
12/07/2021,"235.00","245.77","233.72","237.45","3,100,685"
12/06/2021,"228.66","231.04","220.32","224.90","2,385,478"
12/03/2021,"249.18","250.49","224.51","231.33","4,266,733"
12/02/2021,"249.03","255.98","243.03","249.56","3,270,405"
12/01/2021,"277.87","279.23","258.87","259.28","2,553,138"
11/30/2021,"282.42","288.84","273.97","274.58","4,008,942"
11/29/2021,"291.39","292.84","278.69","281.48","2,207,084"
11/26/2021,"305.06","307.75","290.27","291.38","1,780,331"
11/24/2021,"283.01","298.18","276.21","296.91","3,254,207"
11/23/2021,"281.51","290.86","276.01","279.53","2,839,122"
11/22/2021,"295.61","301.00","275.26","279.24","2,538,975"
11/19/2021,"295.87","299.80","293.46","294.38","2,283,471"
11/18/2021,"285.24","291.45","281.35","290.27","1,867,099"
11/17/2021,"287.60","294.36","280.20","282.32","1,494,861"
11/16/2021,"272.76","290.78","270.05","286.75","2,701,810"
11/15/2021,"272.39","279.49","270.63","272.72","2,182,485"
11/12/2021,"256.06","273.00","254.25","272.15","2,741,788"
11/11/2021,"252.00","255.75","250.92","253.34","973,096"
11/10/2021,"257.00","257.50","243.38","248.58","1,782,865"
11/09/2021,"263.32","265.47","253.03","258.67","1,869,068"
11/08/2021,"264.38","269.27","260.69","260.86","2,259,227"
11/05/2021,"261.98","270.94","256.58","260.12","2,710,097"
11/04/2021,"236.07","283.40","236.07","271.27","7,772,896"
11/03/2021,"243.08","245.40","235.19","239.62","3,812,568"
11/02/2021,"243.66","244.48","236.31","240.63","2,359,926"
11/01/2021,"250.94","251.99","240.82","243.62","2,291,671"
10/29/2021,"239.47","252.76","238.14","250.69","1,817,859"
10/28/2021,"238.78","246.15","234.42","242.75","3,192,854"
10/27/2021,"247.52","250.02","242.52","243.89","1,592,431"
10/26/2021,"252.58","255.76","244.85","247.52","2,161,821"
10/25/2021,"243.50","253.05","243.50","252.57","3,496,301"
10/22/2021,"232.66","242.45","232.66","241.27","1,855,252"
10/21/2021,"232.61","238.73","231.12","235.98","1,735,163"
10/20/2021,"228.00","233.28","224.84","233.12","1,997,052"
10/19/2021,"228.29","230.15","226.19","226.41","1,432,358"
10/18/2021,"220.94","230.84","219.29","228.00","2,519,494"
10/15/2021,"218.00","222.08","216.63","221.09","1,389,544"
10/14/2021,"216.15","221.14","215.72","215.90","1,378,509"
10/13/2021,"214.87","216.75","212.43","213.75","1,032,607"
10/12/2021,"204.76","214.86","203.05","213.14","2,236,218"
10/11/2021,"210.28","210.65","202.17","202.34","2,212,317"
10/08/2021,"216.43","219.49","211.25","212.02","1,695,419"
10/07/2021,"212.15","219.12","211.01","216.52","1,802,581"
10/06/2021,"201.59","209.66","201.00","209.53","1,539,473"
10/05/2021,"200.06","204.93","198.80","203.64","1,286,543"
10/04/2021,"200.27","201.15","194.37","198.72","1,882,085"
10/01/2021,"206.77","208.33","198.51","204.37","1,995,595"
09/30/2021,"206.59","211.18","206.38","207.96","1,997,520"
09/29/2021,"213.87","215.45","205.07","205.30","1,921,340"
09/28/2021,"222.49","224.19","207.77","212.35","2,694,781"
09/27/2021,"220.76","226.00","219.50","225.78","1,554,614"
09/24/2021,"222.09","223.97","218.38","222.85","1,310,536"
09/23/2021,"219.76","225.47","219.17","223.66","2,096,988"
09/22/2021,"220.47","221.37","217.38","219.37","1,669,618"
09/21/2021,"220.87","222.45","215.43","220.59","1,478,922"
09/20/2021,"219.50","223.24","213.93","217.66","2,328,365"
09/17/2021,"224.34","228.89","223.48","226.98","3,405,361"
09/16/2021,"216.91","224.23","215.90","224.15","1,902,527"
09/15/2021,"214.94","218.70","211.64","217.42","1,586,955"
09/14/2021,"213.09","217.85","212.55","214.31","1,518,688"
09/13/2021,"215.39","215.56","205.39","212.60","1,887,716"
09/10/2021,"219.10","221.86","216.85","217.02","1,401,281"
09/09/2021,"214.33","218.95","214.05","216.63","1,346,201"
09/08/2021,"217.00","217.98","213.39","214.77","1,641,824"
09/07/2021,"219.97","220.00","212.08","216.44","2,001,820"
09/03/2021,"213.05","221.36","212.40","220.38","1,911,936"
09/02/2021,"217.32","219.50","213.10","213.49","1,602,935"
09/01/2021,"216.59","220.93","215.81","216.78","2,161,206"
08/31/2021,"217.23","217.93","211.57","216.26","1,894,857"
08/30/2021,"210.76","218.96","210.40","217.71","1,821,708"
08/27/2021,"210.00","212.84","208.35","210.40","2,029,131"
08/26/2021,"203.00","215.98","202.43","212.59","4,068,576"
08/25/2021,"201.30","203.79","197.98","202.28","1,166,378"
08/24/2021,"198.65","201.55","194.72","201.40","2,080,683"
08/23/2021,"199.40","200.25","193.56","196.58","2,435,732"
08/20/2021,"192.22","199.32","192.22","199.27","2,437,731"
08/19/2021,"189.70","196.99","188.02","192.28","2,567,006"
08/18/2021,"193.83","197.42","190.27","190.80","2,115,163"
08/17/2021,"188.27","194.81","187.59","194.30","2,369,248"
08/16/2021,"191.37","192.34","186.76","190.42","2,151,363"
08/13/2021,"192.53","193.00","189.52","192.08","1,384,124"
08/12/2021,"193.24","196.46","189.48","193.24","1,500,890"
08/11/2021,"187.65","194.25","186.63","193.96","2,828,416"
08/10/2021,"183.22","190.37","183.22","188.46","2,804,821"
08/09/2021,"178.00","186.75","177.80","183.10","3,241,868"
08/06/2021,"183.01","183.32","177.63","178.36","4,167,142"
08/05/2021,"175.00","193.35","174.91","182.41","10,977,730"
08/04/2021,"192.54","205.89","191.68","202.10","6,194,512"
08/03/2021,"189.37","193.77","187.27","190.46","2,600,900"
08/02/2021,"186.13","192.52","182.61","188.89","2,651,477"
07/30/2021,"190.62","192.55","182.39","183.51","4,757,123"
07/29/2021,"202.34","204.11","197.89","198.98","1,429,342"
07/28/2021,"200.47","204.77","199.27","202.94","1,688,725"
07/27/2021,"205.68","206.36","191.82","199.48","2,793,414"
07/26/2021,"207.47","209.25","205.50","206.05","1,588,593"
07/23/2021,"202.23","211.82","199.69","208.86","2,789,178"
07/22/2021,"196.93","202.98","196.93","201.85","2,625,858"
07/21/2021,"194.07","195.92","191.04","195.80","1,467,901"
07/20/2021,"192.50","195.77","187.79","194.87","2,118,512"
07/19/2021,"181.11","192.46","180.24","190.33","2,600,896"
07/16/2021,"183.55","187.48","183.20","184.42","1,877,988"
07/15/2021,"182.86","186.69","179.71","182.30","2,368,667"
07/14/2021,"189.79","190.58","182.31","182.86","2,855,579"
07/13/2021,"193.99","193.99","188.00","188.50","2,543,515"
07/12/2021,"196.05","200.03","190.23","194.30","2,697,482"
07/09/2021,"196.41","196.95","193.52","195.09","1,606,400"
07/08/2021,"186.00","196.64","185.10","196.02","1,761,355"
07/07/2021,"198.54","199.01","190.34","192.90","1,795,279"
07/06/2021,"197.39","199.13","193.08","197.81","2,478,964"
07/02/2021,"200.20","202.39","195.83","197.57","1,806,084"
07/01/2021,"206.41","207.84","198.23","199.51","3,268,495"
06/30/2021,"202.46","206.62","201.36","205.84","3,117,147"
06/29/2021,"198.81","203.56","195.02","202.53","3,828,061"
06/28/2021,"187.77","199.18","187.77","198.41","4,933,009"
06/25/2021,"183.77","187.99","183.10","184.80","3,087,618"
06/24/2021,"181.45","184.96","178.77","181.52","2,574,623"
06/23/2021,"179.11","182.21","178.12","179.45","2,934,801"
06/22/2021,"170.63","179.00","170.59","177.98","4,224,421"
06/21/2021,"169.75","171.86","165.15","170.79","2,134,926"
06/18/2021,"168.99","171.37","167.69","169.82","3,505,323"
06/17/2021,"166.02","172.31","165.52","169.64","2,503,193"
06/16/2021,"167.35","169.29","164.52","167.37","2,560,995"
06/15/2021,"171.87","172.00","163.82","166.06","2,633,633"
06/14/2021,"166.77","172.18","166.05","170.30","2,668,893"
06/11/2021,"167.77","168.24","164.66","165.82","2,432,152"
06/10/2021,"167.05","170.03","166.07","167.15","2,348,209"
06/09/2021,"172.18","174.69","167.01","167.30","5,125,577"
06/08/2021,"166.36","171.90","166.36","170.21","2,623,282"
06/07/2021,"164.56","169.50","163.88","168.32","2,763,692"
06/04/2021,"167.41","168.30","162.40","164.18","2,270,820"
06/03/2021,"172.08","172.58","165.11","165.74","3,336,612"
06/02/2021,"164.42","176.85","163.65","175.14","4,900,644"
06/01/2021,"165.95","167.32","161.88","163.46","2,448,887"
05/28/2021,"166.10","167.86","164.62","164.73","1,974,421"
05/27/2021,"168.61","168.61","162.50","166.74","2,984,226"
