Date,Open,High,Low,Close,Volume
01/28/2022,"204.83","206.45","197.00","206.23","819,549"
01/27/2022,"212.83","214.89","203.22","205.43","942,564"
01/26/2022,"211.55","214.65","202.56","205.62","1,082,649"
01/25/2022,"208.11","210.84","204.14","206.01","1,231,919"
01/24/2022,"205.96","212.78","197.14","211.92","1,994,976"
01/21/2022,"214.04","219.49","207.74","212.75","1,345,296"
01/20/2022,"220.69","227.27","214.80","217.15","1,190,833"
01/19/2022,"227.82","229.19","219.58","219.69","705,636"
01/18/2022,"230.97","232.27","224.32","226.30","774,756"
01/14/2022,"232.00","235.88","228.93","233.67","557,164"
01/13/2022,"242.96","246.79","234.52","235.23","610,866"
01/12/2022,"245.00","248.00","239.57","241.07","1,140,319"
01/11/2022,"227.66","240.90","227.15","240.17","987,055"
01/10/2022,"231.00","233.00","220.08","226.97","1,105,486"
01/07/2022,"234.01","238.87","231.73","236.02","795,742"
01/06/2022,"234.00","235.67","227.17","233.38","1,002,592"
01/05/2022,"240.00","247.43","235.38","235.64","1,072,128"
01/04/2022,"239.02","247.95","238.47","242.58","1,142,451"
01/03/2022,"236.73","239.05","229.40","236.67","1,130,741"
12/31/2021,"234.01","237.13","233.47","233.77","378,976"
12/30/2021,"231.00","237.22","231.00","234.35","610,222"
12/29/2021,"231.50","232.91","227.07","232.53","573,803"
12/28/2021,"236.11","236.71","231.02","232.80","704,665"
12/27/2021,"229.54","233.34","227.50","233.10","593,492"
12/23/2021,"225.69","229.48","223.17","227.90","810,201"
12/22/2021,"224.00","228.93","223.42","225.23","779,123"
12/21/2021,"222.42","225.00","219.77","224.15","805,853"
12/20/2021,"220.11","223.17","215.68","218.13","1,703,240"
12/17/2021,"227.07","232.52","222.26","229.87","2,351,553"
12/16/2021,"242.69","243.00","228.40","230.92","1,470,091"
12/15/2021,"229.32","240.48","226.94","239.79","1,854,765"
12/14/2021,"245.94","247.65","239.71","243.83","1,207,746"
12/13/2021,"263.00","263.08","247.95","248.80","1,101,564"
12/10/2021,"260.51","263.56","257.22","262.87","667,548"
12/09/2021,"261.44","266.49","257.30","257.47","682,536"
12/08/2021,"261.00","265.86","258.69","264.64","832,756"
12/07/2021,"253.26","263.19","253.26","259.53","888,158"
12/06/2021,"251.95","252.69","239.11","248.54","1,035,976"
12/03/2021,"262.26","267.81","247.12","251.47","1,623,460"
12/02/2021,"261.00","264.90","255.35","261.39","1,204,342"
12/01/2021,"270.01","276.00","259.80","259.85","1,249,088"
11/30/2021,"275.00","277.59","264.30","266.49","1,377,595"
11/29/2021,"271.29","277.47","268.20","275.89","1,004,961"
11/26/2021,"265.00","269.68","262.84","266.85","884,346"
11/24/2021,"272.28","275.00","267.11","274.48","974,355"
11/23/2021,"282.00","286.49","271.04","275.16","1,329,641"
11/22/2021,"287.26","291.48","281.10","283.80","2,346,438"
11/19/2021,"274.05","282.55","272.88","281.43","1,029,039"
11/18/2021,"277.00","278.24","269.59","274.66","823,667"
11/17/2021,"273.20","275.90","270.25","273.39","603,338"
11/16/2021,"269.56","273.49","267.03","272.47","674,399"
11/15/2021,"275.83","276.53","265.32","271.29","946,207"
11/12/2021,"272.49","276.62","270.10","276.40","767,743"
11/11/2021,"266.57","273.38","263.96","272.31","785,823"
11/10/2021,"269.89","274.08","263.57","265.75","1,331,069"
11/09/2021,"280.00","282.87","271.07","274.57","1,051,009"
11/08/2021,"275.80","279.95","272.62","278.52","1,234,775"
11/05/2021,"273.79","274.99","267.48","272.51","990,852"
11/04/2021,"273.77","276.00","264.05","272.66","1,841,846"
11/03/2021,"258.49","263.50","255.49","261.95","1,172,546"
11/02/2021,"256.00","260.99","251.55","260.02","1,631,487"
11/01/2021,"256.00","259.18","249.59","255.87","1,638,089"
10/29/2021,"239.75","251.80","236.09","250.47","4,261,238"
10/28/2021,"233.26","246.21","232.75","246.21","1,570,093"
10/27/2021,"236.70","238.64","230.63","231.75","1,140,426"
10/26/2021,"239.44","242.15","234.00","236.16","1,121,194"
10/25/2021,"234.90","243.00","232.14","239.44","1,600,539"
10/22/2021,"235.48","237.69","230.93","231.51","762,032"
10/21/2021,"233.92","235.80","230.40","234.16","656,629"
10/20/2021,"238.39","238.99","232.63","235.17","911,742"
10/19/2021,"243.77","244.36","233.07","235.95","1,069,983"
10/18/2021,"227.84","237.87","227.54","236.91","1,223,107"
10/15/2021,"233.59","234.54","228.62","228.77","908,251"
10/14/2021,"225.05","232.38","225.04","231.33","1,127,918"
10/13/2021,"218.50","226.22","217.90","223.66","1,016,503"
10/12/2021,"217.96","218.95","214.87","216.87","707,552"
10/11/2021,"215.10","219.18","213.90","214.16","743,361"
10/08/2021,"221.98","222.76","213.56","215.06","1,260,889"
10/07/2021,"226.00","226.94","221.90","222.30","640,996"
10/06/2021,"220.00","222.77","214.56","222.37","1,005,845"
10/05/2021,"217.02","223.82","215.15","222.39","1,049,622"
10/04/2021,"219.00","220.05","212.61","215.21","1,015,818"
10/01/2021,"219.47","221.63","210.49","218.89","1,116,281"
09/30/2021,"223.64","228.85","218.84","218.97","1,019,788"
09/29/2021,"218.81","220.92","216.40","218.97","740,517"
09/28/2021,"219.01","219.94","215.06","216.45","984,255"
09/27/2021,"225.99","226.68","220.03","222.25","843,868"
09/24/2021,"227.89","229.67","224.72","226.40","704,375"
09/23/2021,"226.89","232.24","226.89","229.15","1,055,124"
09/22/2021,"219.70","226.64","217.02","223.28","904,506"
09/21/2021,"218.64","220.35","213.53","216.49","1,009,012"
09/20/2021,"216.65","218.00","210.24","215.48","2,246,756"
09/17/2021,"228.44","230.00","223.75","226.85","2,097,947"
09/16/2021,"232.30","232.56","225.35","231.25","1,323,163"
09/15/2021,"230.56","236.60","230.41","233.98","1,469,270"
09/14/2021,"232.20","235.00","228.74","230.47","1,322,582"
09/13/2021,"242.93","243.25","222.45","229.13","2,522,872"
09/10/2021,"249.84","253.10","240.97","241.17","1,536,171"
09/09/2021,"238.00","247.93","237.73","243.41","1,172,102"
09/08/2021,"243.75","243.75","235.34","239.28","1,203,407"
09/07/2021,"241.00","241.87","238.14","238.78","1,042,584"
09/03/2021,"243.46","245.54","239.66","241.86","860,504"
09/02/2021,"240.00","248.71","240.00","244.03","1,094,402"
09/01/2021,"236.74","241.30","233.66","239.20","924,168"
08/31/2021,"237.01","237.10","230.58","236.74","833,121"
08/30/2021,"240.71","244.43","236.88","236.98","1,119,721"
08/27/2021,"232.69","237.85","232.69","236.65","985,042"
08/26/2021,"232.90","236.40","230.45","230.70","908,447"
08/25/2021,"229.55","240.54","227.50","234.17","1,834,585"
08/24/2021,"228.13","229.30","222.05","229.20","1,208,716"
08/23/2021,"225.13","230.24","222.57","227.94","1,550,100"
08/20/2021,"213.82","220.51","213.73","219.68","1,116,822"
08/19/2021,"211.10","217.07","210.52","213.35","1,361,796"
08/18/2021,"217.31","221.68","215.15","217.73","946,196"
08/17/2021,"221.38","223.75","210.76","216.45","2,133,257"
08/16/2021,"232.45","232.45","221.35","225.90","2,148,833"
08/13/2021,"237.96","239.96","233.15","235.22","849,411"
08/12/2021,"235.61","237.56","230.42","236.54","1,090,644"
08/11/2021,"240.00","242.07","227.74","235.99","1,916,597"
08/10/2021,"232.30","242.01","232.30","239.03","1,977,930"
08/09/2021,"224.71","232.53","220.08","231.38","1,425,526"
08/06/2021,"221.00","227.39","215.02","226.71","1,651,299"
08/05/2021,"209.86","226.22","208.31","218.62","2,505,175"
08/04/2021,"209.10","212.04","206.07","206.84","1,153,996"
08/03/2021,"204.79","207.81","201.55","206.98","1,046,956"
08/02/2021,"208.36","208.96","204.63","206.90","1,109,882"
07/30/2021,"202.82","207.59","201.51","206.04","1,556,432"
07/29/2021,"197.19","211.00","195.81","202.82","2,549,991"
07/28/2021,"190.01","195.50","189.38","194.54","775,110"
07/27/2021,"191.57","191.99","184.95","188.99","1,197,202"
07/26/2021,"191.00","194.92","190.52","194.84","1,038,212"
07/23/2021,"192.07","193.68","186.25","190.35","905,529"
07/22/2021,"191.94","194.33","189.29","192.76","811,279"
07/21/2021,"194.00","198.33","189.23","190.22","1,826,071"
07/20/2021,"179.00","188.71","178.57","187.25","1,268,311"
07/19/2021,"174.20","179.65","170.24","178.08","1,756,515"
07/16/2021,"187.00","188.94","179.46","180.66","978,121"
07/15/2021,"182.65","190.32","182.65","185.83","1,478,729"
07/14/2021,"185.50","190.53","181.34","182.52","1,126,588"
07/13/2021,"185.90","188.99","184.05","184.86","1,099,140"
07/12/2021,"176.71","192.77","176.01","187.49","3,652,519"
07/09/2021,"170.50","176.32","169.50","175.51","1,314,383"
07/08/2021,"165.69","168.45","163.20","167.91","731,534"
07/07/2021,"168.00","171.60","166.79","170.04","741,106"
07/06/2021,"171.00","171.16","166.57","168.56","665,835"
07/02/2021,"172.14","172.52","169.89","170.65","501,423"
07/01/2021,"170.00","172.24","169.37","172.03","677,015"
06/30/2021,"166.66","168.60","166.37","168.46","589,292"
06/29/2021,"170.00","170.53","166.85","167.54","606,190"
06/28/2021,"167.83","170.95","165.97","169.05","670,740"
06/25/2021,"167.94","169.86","166.10","166.77","1,648,716"
06/24/2021,"166.29","166.29","163.01","165.97","840,577"
06/23/2021,"162.68","165.85","162.68","163.67","701,094"
06/22/2021,"161.40","162.42","158.92","161.58","803,516"
06/21/2021,"159.93","162.52","159.45","161.41","1,026,927"
06/18/2021,"160.46","162.65","157.82","157.97","1,348,316"
06/17/2021,"164.15","164.91","159.17","163.87","1,231,682"
06/16/2021,"165.09","166.41","162.77","165.28","706,279"
06/15/2021,"168.50","168.73","162.95","166.03","998,083"
06/14/2021,"169.63","170.39","167.21","168.34","473,591"
06/11/2021,"168.92","170.39","167.56","170.18","680,915"
06/10/2021,"174.29","174.29","167.34","167.78","786,587"
06/09/2021,"175.37","176.07","173.47","174.37","914,520"
06/08/2021,"171.30","177.58","170.65","176.01","819,771"
06/07/2021,"174.00","174.21","168.53","170.78","758,643"
06/04/2021,"169.06","173.84","168.90","173.54","634,100"
06/03/2021,"168.95","170.00","165.78","168.17","537,676"
06/02/2021,"171.04","172.24","168.74","170.36","650,015"
06/01/2021,"170.00","173.79","169.50","171.43","1,281,251"
05/28/2021,"168.49","169.16","165.22","167.08","749,966"
05/27/2021,"164.02","169.70","162.37","168.56","2,357,587"
